Client,Products,Target
Emma    ,Abritos Water Salo,negative
Hilary  ,Salo Bread Vodka,negative
Ira     ,Bananas Pepper Vine,negative
Chloe   ,Cheese Salt Water,positive
Emma    ,Onion Milk Pepper,positive
Dorophy ,Kefir Sweet Beer,positive
Dorophy ,Cigar Water Beer,negative
Sophy   ,Vodka Cream Onion,positive
Alla    ,Sweet Onion Salo,negative
Sophy   ,Abritos Sugar Cream,positive
Gina    ,Vodka Bananas Eris,negative
Gina    ,Sugar Cigar Salt,negative
Emma    ,Onion Eris Bananas,negative
Ira     ,Milk Bananas Iogurt,positive
Filona  ,Milk Pepper Bread,positive
Sophy   ,Sugar Beer Cream,positive
Hilary  ,Water Kefir Milk,positive
Emma    ,Salo Eris Salt,negative
Alla    ,Cigar Cheese Sugar,positive
Dorophy ,Salt Sweet Water,negative
Chloe   ,Sweet Iogurt Pepper,positive
Sophy   ,Salt Bananas Iogurt,positive
Hilary  ,Milk Vine Bread,positive
Ira     ,Sweet Fries Vine,negative
Sophy   ,Kefir Cheese Pepper,positive
Ira     ,Sweet Water Pepper,negative
Emma    ,Cream Cheese Milk,positive
Ira     ,Cream Iogurt Milk,positive
Dorophy ,Water Cheese Vodka,positive
Dorophy ,Iogurt Abritos Pepper,positive
Gina    ,Water Pepper Cheese,positive
Filona  ,Vine Sweet Salt,negative
Filona  ,Eris Cream Sugar,positive
Gina    ,Vine Salo Milk,positive
Ann     ,Sugar Vine Iogurt,positive
Hilary  ,Beer Cheese Salo,positive
Filona  ,Kefir Cigar Vodka,positive
Dorophy ,Salo Eris Kefir,positive
Sophy   ,Beer Vine Bread,negative
Ann     ,Abritos Fries Bananas,negative
Sophy   ,Kefir Salo Pepper,positive
Dorophy ,Onion Kefir Vine,positive
Emma    ,Fries Bread Kefir,positive
Ann     ,Sugar Vine Abritos,negative
Emma    ,Milk Water Cheese,positive
Hilary  ,Kefir Bananas Vine,positive
Dorophy ,Salt Eris Sweet,negative
Sophy   ,Cheese Sweet Vodka,positive
Ira     ,Sweet Salt Kefir,positive
Hilary  ,Water Bananas Fries,negative
Chloe   ,Beer Water Iogurt,positive
Sophy   ,Abritos Milk Sweet,positive
Chloe   ,Beer Sugar Fries,negative
Ira     ,Sugar Cigar Bananas,negative
Filona  ,Vine Cream Milk,positive
Sophy   ,Salt Sweet Bread,negative
Dorophy ,Iogurt Pepper Abritos,positive
Chloe   ,Kefir Water Fries,positive
Filona  ,Salt Bread Milk,positive
Filona  ,Salt Cigar Kefir,positive
Dorophy ,Abritos Fries Cheese,positive
Alla    ,Sugar Cream Milk,positive
Filona  ,Eris Bananas Salt,negative
Ann     ,Pepper Sugar Cigar,negative
Ira     ,Cheese Kefir Bread,positive
Ann     ,Sweet Cigar Onion,negative
Ann     ,Eris Sweet Vine,negative
Filona  ,Milk Beer Iogurt,positive
Dorophy ,Water Salt Iogurt,positive
Alla    ,Bread Abritos Water,negative
Ira     ,Cigar Eris Onion,negative
Filona  ,Water Kefir Cheese,positive
Chloe   ,Water Kefir Sweet,positive
Ira     ,Salo Vine Salt,negative
Chloe   ,Vodka Iogurt Kefir,positive
Emma    ,Bread Onion Kefir,positive
Gina    ,Vine Bananas Salt,negative
Sophy   ,Fries Sugar Salt,negative
Chloe   ,Onion Salo Bread,negative
Ira     ,Water Bread Salo,negative
Ira     ,Cheese Iogurt Water,positive
Hilary  ,Bananas Salt Water,negative
Alla    ,Iogurt Salt Fries,positive
Sophy   ,Iogurt Cheese Eris,positive
Emma    ,Cheese Cigar Salo,positive
Hilary  ,Cigar Vodka Cream,positive
Gina    ,Water Eris Kefir,positive
Dorophy ,Vine Bread Kefir,positive
Gina    ,Vodka Fries Kefir,positive
Filona  ,Milk Beer Pepper,positive
Sophy   ,Salo Milk Iogurt,positive
Filona  ,Vodka Salt Sugar,negative
Filona  ,Cheese Abritos Beer,positive
Chloe   ,Salo Iogurt Cigar,positive
Chloe   ,Salo Sweet Pepper,negative
Sophy   ,Salt Sweet Fries,negative
Ira     ,Eris Fries Bread,negative
Alla    ,Water Bananas Abritos,negative
Ann     ,Salo Beer Kefir,positive
Emma    ,Onion Abritos Bananas,negative
Alla    ,Salt Sweet Vine,negative
Chloe   ,Vine Abritos Cheese,positive
Hilary  ,Onion Bananas Cream,positive
Gina    ,Sweet Abritos Bread,negative
Filona  ,Milk Vodka Water,positive
Sophy   ,Sweet Cheese Vodka,positive
Chloe   ,Fries Salt Water,negative
Dorophy ,Beer Salo Cigar,negative
Filona  ,Pepper Salt Milk,positive
Emma    ,Cream Iogurt Abritos,positive
Alla    ,Cheese Bread Beer,positive
Ira     ,Water Bread Bananas,negative
Dorophy ,Fries Salt Vodka,negative
Sophy   ,Abritos Sugar Fries,negative
Ann     ,Sweet Bananas Kefir,positive
Chloe   ,Milk Abritos Kefir,positive
Alla    ,Onion Vine Water,negative
Emma    ,Water Iogurt Salo,positive
Hilary  ,Eris Cream Onion,positive
Filona  ,Onion Cream Cheese,positive
Chloe   ,Pepper Cigar Beer,negative
Chloe   ,Vodka Iogurt Milk,positive
Ira     ,Cheese Iogurt Cream,positive
Gina    ,Sweet Eris Water,negative
Chloe   ,Fries Sugar Kefir,positive
Emma    ,Beer Bananas Vine,negative
Emma    ,Cigar Cheese Onion,positive
Ira     ,Milk Vodka Water,positive
Filona  ,Cigar Pepper Bananas,negative
Gina    ,Onion Pepper Sugar,negative
Chloe   ,Sweet Bread Milk,positive
Hilary  ,Onion Vine Pepper,negative
Alla    ,Pepper Bread Kefir,positive
Filona  ,Sugar Cigar Water,negative
Gina    ,Onion Pepper Fries,negative
Emma    ,Sugar Iogurt Beer,positive
Alla    ,Iogurt Vodka Cream,positive
Filona  ,Bananas Vine Cheese,positive
Chloe   ,Beer Salt Bananas,negative
Hilary  ,Pepper Cheese Cigar,positive
Filona  ,Vodka Vine Salo,negative
Ann     ,Iogurt Abritos Cream,positive
Ann     ,Vine Salt Cheese,positive
Alla    ,Cream Beer Kefir,positive
Chloe   ,Vodka Cream Abritos,positive
Hilary  ,Vodka Pepper Milk,positive
Filona  ,Beer Sweet Water,negative
Ira     ,Cigar Kefir Milk,positive
Chloe   ,Milk Cigar Beer,positive
Alla    ,Water Sugar Bread,negative
Alla    ,Cream Bread Onion,positive
Sophy   ,Salo Kefir Cigar,positive
Gina    ,Onion Bananas Cigar,negative
Emma    ,Pepper Beer Milk,positive
Emma    ,Salo Sugar Beer,negative
Sophy   ,Cigar Onion Eris,negative
Dorophy ,Abritos Kefir Eris,positive
Chloe   ,Fries Water Cheese,positive
Alla    ,Pepper Bread Onion,negative
Sophy   ,Bananas Bread Abritos,negative
Chloe   ,Water Vodka Cream,positive
Ira     ,Bananas Salt Kefir,positive
Chloe   ,Bananas Water Sweet,negative
Ira     ,Salt Sweet Bananas,negative
Gina    ,Fries Eris Cheese,positive
Chloe   ,Water Cream Eris,positive
Hilary  ,Sugar Milk Eris,positive
Emma    ,Fries Cheese Milk,positive
Filona  ,Iogurt Abritos Onion,positive
Ann     ,Salo Milk Vine,positive
Chloe   ,Cheese Bananas Sugar,positive
Emma    ,Salt Salo Milk,positive
Ann     ,Fries Water Salo,negative
Dorophy ,Sweet Cheese Onion,positive
Chloe   ,Pepper Cream Milk,positive
Chloe   ,Vodka Sweet Milk,positive
Alla    ,Kefir Onion Milk,positive
Emma    ,Sweet Pepper Fries,negative
Alla    ,Kefir Sugar Vodka,positive
Hilary  ,Cheese Sweet Fries,positive
Chloe   ,Salt Cheese Eris,positive
Filona  ,Beer Pepper Onion,negative
Ann     ,Cigar Bananas Salo,negative
Gina    ,Sweet Cheese Eris,positive
Ann     ,Pepper Fries Vine,negative
Gina    ,Water Cheese Pepper,positive
Sophy   ,Milk Cigar Pepper,positive
Ann     ,Abritos Salo Cheese,positive
Chloe   ,Cheese Iogurt Bread,positive
Filona  ,Cheese Cream Bread,positive
Sophy   ,Vine Salt Kefir,positive
Ann     ,Onion Milk Vine,positive
Alla    ,Vine Cigar Salt,negative
Ira     ,Bananas Pepper Water,negative
Emma    ,Salo Eris Onion,negative
Ira     ,Cheese Bread Onion,positive
Hilary  ,Beer Sugar Water,negative
Sophy   ,Onion Vine Cream,positive
Chloe   ,Salo Beer Kefir,positive
Filona  ,Sugar Bananas Cheese,positive
Ira     ,Bread Salt Sweet,negative
Filona  ,Bananas Vodka Bread,negative
Ann     ,Salt Abritos Sugar,negative
Ira     ,Salt Kefir Cream,positive
Ira     ,Pepper Salt Cheese,positive
Alla    ,Abritos Cigar Water,negative
Ann     ,Cheese Fries Sugar,positive
Filona  ,Bananas Onion Beer,negative
Chloe   ,Vine Sugar Milk,positive
Dorophy ,Iogurt Beer Sweet,positive
Ann     ,Cigar Salo Kefir,positive
Emma    ,Bread Pepper Beer,negative
Sophy   ,Vodka Milk Pepper,positive
Chloe   ,Onion Water Kefir,positive
Dorophy ,Vodka Sugar Water,negative
Gina    ,Pepper Milk Beer,positive
Alla    ,Vodka Cigar Milk,positive
Chloe   ,Vine Vodka Fries,negative
Chloe   ,Vine Bananas Onion,negative
Gina    ,Milk Eris Pepper,positive
Gina    ,Eris Salt Kefir,positive
Ira     ,Milk Sweet Salt,positive
Gina    ,Water Sugar Bananas,negative
Alla    ,Milk Salt Sugar,positive
Ira     ,Cigar Cheese Vine,positive
Filona  ,Cigar Sugar Water,negative
Gina    ,Iogurt Kefir Vodka,positive
Chloe   ,Bread Sugar Cheese,positive
Gina    ,Vodka Fries Water,negative
Chloe   ,Onion Beer Sweet,negative
Sophy   ,Sweet Eris Cream,positive
Ann     ,Sugar Salo Beer,negative
Sophy   ,Milk Water Vodka,positive
Ann     ,Pepper Vine Salt,negative
Dorophy ,Abritos Water Pepper,negative
Ira     ,Vine Abritos Fries,negative
Sophy   ,Abritos Salt Water,negative
Ira     ,Cheese Cream Salt,positive
Alla    ,Onion Bread Vine,negative
Emma    ,Vodka Abritos Beer,negative
Alla    ,Eris Vodka Bread,negative
Dorophy ,Vine Sweet Cream,positive
Emma    ,Milk Vodka Salo,positive
Chloe   ,Fries Bread Vodka,negative
Ann     ,Pepper Vodka Cigar,negative
Ira     ,Bread Water Salt,negative
Ann     ,Vodka Onion Cream,positive
Filona  ,Kefir Pepper Water,positive
Alla    ,Cigar Water Salt,negative
Sophy   ,Pepper Fries Vine,negative
Alla    ,Kefir Beer Salo,positive
Dorophy ,Water Salt Vodka,negative
Gina    ,Water Sweet Abritos,negative
Sophy   ,Bananas Water Vodka,negative
Alla    ,Bananas Vine Abritos,negative
Chloe   ,Bananas Iogurt Milk,positive
Dorophy ,Onion Eris Water,negative
Ira     ,Onion Sugar Iogurt,positive
Emma    ,Bread Eris Sweet,negative
Alla    ,Sugar Bread Milk,positive
Emma    ,Onion Sugar Cheese,positive
Hilary  ,Cream Abritos Vine,positive
Chloe   ,Abritos Pepper Beer,negative
Dorophy ,Onion Pepper Bananas,negative
Emma    ,Iogurt Milk Cheese,positive
Hilary  ,Fries Iogurt Sweet,positive
Sophy   ,Pepper Fries Beer,negative
Alla    ,Beer Pepper Kefir,positive
Dorophy ,Sugar Bread Salt,negative
Chloe   ,Beer Sweet Iogurt,positive
Ann     ,Salt Cheese Sugar,positive
Filona  ,Pepper Cheese Vodka,positive
Ann     ,Cream Water Iogurt,positive
Dorophy ,Bananas Cheese Pepper,positive
Chloe   ,Eris Salt Sugar,negative
Alla    ,Cheese Sugar Sweet,positive
Chloe   ,Water Sugar Iogurt,positive
Hilary  ,Fries Kefir Sweet,positive
Emma    ,Salt Water Eris,negative
Sophy   ,Eris Water Vine,negative
Chloe   ,Pepper Fries Bananas,negative
Gina    ,Water Beer Vine,negative
Emma    ,Bread Beer Eris,negative
Emma    ,Salt Cheese Iogurt,positive
Dorophy ,Vine Salo Pepper,negative
Ira     ,Iogurt Vodka Milk,positive
Hilary  ,Sweet Bread Beer,negative
Chloe   ,Cheese Sugar Sweet,positive
Ira     ,Cheese Abritos Cigar,positive
Ira     ,Salt Cream Kefir,positive
Ira     ,Cheese Cigar Eris,positive
Hilary  ,Cheese Sweet Bananas,positive
Chloe   ,Pepper Vodka Eris,negative
Filona  ,Bread Sugar Cheese,positive
Alla    ,Salo Cigar Beer,negative
Dorophy ,Sugar Salo Sweet,negative
Dorophy ,Abritos Onion Sweet,negative
Dorophy ,Salo Vodka Iogurt,positive
Chloe   ,Fries Vodka Salo,negative
Gina    ,Salo Vodka Beer,negative
Hilary  ,Beer Vine Onion,negative
Alla    ,Vine Cheese Sweet,positive
Gina    ,Abritos Salt Onion,negative
Alla    ,Abritos Water Vine,negative
Alla    ,Pepper Salt Eris,negative
Sophy   ,Beer Iogurt Salo,positive
Filona  ,Salt Iogurt Pepper,positive
Sophy   ,Salt Vodka Salo,negative
Dorophy ,Beer Vine Iogurt,positive
Chloe   ,Pepper Fries Sugar,negative
Chloe   ,Bread Kefir Salt,positive
Hilary  ,Fries Vodka Water,negative
Sophy   ,Fries Kefir Milk,positive
Ira     ,Iogurt Fries Vine,positive
Gina    ,Cigar Salo Bread,negative
Ira     ,Sweet Cigar Cheese,positive
Hilary  ,Water Kefir Beer,positive
Alla    ,Fries Milk Cheese,positive
Alla    ,Iogurt Beer Vine,positive
Sophy   ,Bananas Iogurt Cheese,positive
Dorophy ,Pepper Milk Fries,positive
Hilary  ,Bananas Iogurt Water,positive
Ann     ,Fries Beer Kefir,positive
Emma    ,Pepper Abritos Fries,negative
Alla    ,Pepper Bananas Salo,negative
Filona  ,Salt Abritos Vine,negative
Ira     ,Pepper Eris Salt,negative
Ann     ,Beer Bread Salo,negative
Chloe   ,Milk Salt Fries,positive
Gina    ,Vodka Salo Onion,negative
Filona  ,Abritos Sugar Cheese,positive
Ann     ,Cigar Vodka Sugar,negative
Filona  ,Cream Salo Sweet,positive
Hilary  ,Vine Milk Sweet,positive
Chloe   ,Cream Salt Salo,positive
Gina    ,Bread Bananas Abritos,negative
Chloe   ,Vine Kefir Water,positive
Ann     ,Beer Sweet Salt,negative
Filona  ,Cream Sweet Beer,positive
Ira     ,Bananas Vodka Cigar,negative
Sophy   ,Salo Cheese Vine,positive
Chloe   ,Bananas Sugar Cream,positive
Ira     ,Sugar Bread Pepper,negative
Dorophy ,Beer Onion Sugar,negative
Emma    ,Eris Vodka Kefir,positive
Gina    ,Bread Pepper Cigar,negative
Hilary  ,Sugar Eris Bananas,negative
Ann     ,Salo Milk Cigar,positive
Ira     ,Fries Salo Bread,negative
Gina    ,Vine Cheese Pepper,positive
Dorophy ,Eris Pepper Vine,negative
Filona  ,Salt Milk Sugar,positive
Emma    ,Sweet Eris Onion,negative
Ira     ,Bread Abritos Cigar,negative
Ann     ,Salo Onion Fries,negative
Alla    ,Bread Water Pepper,negative
Sophy   ,Water Fries Pepper,negative
Sophy   ,Salt Kefir Iogurt,positive
Ira     ,Sweet Vodka Cream,positive
Emma    ,Sugar Beer Salt,negative
Sophy   ,Pepper Salo Cream,positive
Hilary  ,Cheese Fries Water,positive
Emma    ,Eris Bananas Cream,positive
Dorophy ,Bananas Beer Cream,positive
Dorophy ,Vine Eris Abritos,negative
Emma    ,Iogurt Sweet Eris,positive
Chloe   ,Vodka Vine Cheese,positive
Ann     ,Vodka Salt Salo,negative
Ann     ,Fries Bread Salo,negative
Gina    ,Bread Onion Sugar,negative
Alla    ,Salo Beer Abritos,negative
Hilary  ,Kefir Water Vodka,positive
Emma    ,Iogurt Abritos Onion,positive
Ann     ,Fries Iogurt Onion,positive
Emma    ,Kefir Sugar Vine,positive
Gina    ,Cream Eris Water,positive
Ann     ,Water Vine Pepper,negative
Sophy   ,Pepper Onion Sugar,negative
Chloe   ,Cigar Sweet Pepper,negative
Ann     ,Eris Vodka Salo,negative
Emma    ,Salt Onion Vine,negative
Hilary  ,Cigar Cream Salt,positive
Ann     ,Bread Abritos Milk,positive
Filona  ,Eris Sugar Onion,negative
Hilary  ,Beer Fries Sweet,negative
Alla    ,Sugar Kefir Cream,positive
Emma    ,Pepper Onion Iogurt,positive
Sophy   ,Cream Milk Beer,positive
Emma    ,Beer Milk Iogurt,positive
Dorophy ,Cheese Beer Onion,positive
Hilary  ,Iogurt Onion Bread,positive
Gina    ,Bananas Cream Sugar,positive
Ann     ,Iogurt Pepper Cream,positive
Hilary  ,Onion Cigar Iogurt,positive
Gina    ,Fries Sweet Kefir,positive
Gina    ,Milk Onion Eris,positive
Emma    ,Onion Eris Sugar,negative
Hilary  ,Vodka Iogurt Kefir,positive
Emma    ,Bananas Iogurt Cheese,positive
Ira     ,Fries Water Sugar,negative
Ann     ,Fries Sweet Cigar,negative
Ira     ,Eris Milk Bananas,positive
Ann     ,Sugar Beer Cigar,negative
Dorophy ,Bananas Iogurt Milk,positive
Alla    ,Fries Salt Bread,negative
Sophy   ,Milk Vodka Cigar,positive
Hilary  ,Iogurt Vine Vodka,positive
Alla    ,Iogurt Milk Sugar,positive
Sophy   ,Beer Cream Sugar,positive
Hilary  ,Bread Salo Cheese,positive
Gina    ,Sugar Water Iogurt,positive
Dorophy ,Kefir Sweet Beer,positive
Ira     ,Water Cigar Bananas,negative
Gina    ,Kefir Bread Pepper,positive
Gina    ,Vine Salo Salt,negative
Ann     ,Bananas Vodka Beer,negative
Sophy   ,Vodka Salo Water,negative
Dorophy ,Cream Bananas Vine,positive
Sophy   ,Bread Eris Fries,negative
Ann     ,Sweet Salo Pepper,negative
Emma    ,Pepper Cheese Milk,positive
Chloe   ,Onion Cream Cheese,positive
Alla    ,Eris Vine Salo,negative
Dorophy ,Vine Eris Cheese,positive
Filona  ,Sweet Eris Vine,negative
Ira     ,Onion Iogurt Salo,positive
Hilary  ,Iogurt Cream Water,positive
Sophy   ,Milk Beer Abritos,positive
Gina    ,Fries Salo Vodka,negative
Dorophy ,Cream Iogurt Salo,positive
Emma    ,Abritos Onion Cheese,positive
Chloe   ,Bananas Water Vine,negative
Ann     ,Water Abritos Salt,negative
Ira     ,Salt Cigar Sweet,negative
Ira     ,Beer Cheese Salo,positive
Emma    ,Bananas Vine Cream,positive
Chloe   ,Fries Sweet Beer,negative
Hilary  ,Sugar Beer Onion,negative
Gina    ,Eris Sweet Salt,negative
Ira     ,Bananas Bread Abritos,negative
Alla    ,Salo Cigar Sweet,negative
Alla    ,Pepper Vine Fries,negative
Alla    ,Cheese Salt Kefir,positive
Filona  ,Onion Bread Salt,negative
Filona  ,Kefir Pepper Vodka,positive
Alla    ,Vodka Eris Cheese,positive
Alla    ,Iogurt Fries Eris,positive
Filona  ,Iogurt Onion Bananas,positive
Emma    ,Fries Cream Salt,positive
Chloe   ,Eris Vine Salo,negative
Chloe   ,Iogurt Cheese Vine,positive
Dorophy ,Water Eris Salo,negative
Filona  ,Sweet Vodka Sugar,negative
Ann     ,Sugar Vine Cigar,negative
Gina    ,Water Cigar Bread,negative
Ann     ,Cigar Sweet Beer,negative
Emma    ,Bananas Cheese Fries,positive
Sophy   ,Vodka Sweet Cigar,negative
Hilary  ,Sugar Vodka Cigar,negative
Gina    ,Sweet Eris Cheese,positive
Gina    ,Beer Sugar Abritos,negative
Hilary  ,Sugar Beer Water,negative
Dorophy ,Bread Pepper Cigar,negative
Filona  ,Iogurt Kefir Salt,positive
Alla    ,Vodka Beer Onion,negative
Hilary  ,Bread Salo Kefir,positive
Filona  ,Bananas Sugar Cheese,positive
Alla    ,Sweet Eris Fries,negative
Alla    ,Onion Sweet Abritos,negative
Sophy   ,Cigar Salt Cream,positive
Filona  ,Salo Milk Fries,positive
Ann     ,Beer Vine Water,negative
Dorophy ,Vodka Onion Milk,positive
Alla    ,Vine Water Onion,negative
Gina    ,Abritos Cigar Salo,negative
Ann     ,Water Iogurt Cream,positive
Hilary  ,Vodka Cigar Onion,negative
Dorophy ,Bananas Bread Eris,negative
Dorophy ,Vodka Sweet Salo,negative
Hilary  ,Pepper Eris Kefir,positive
Alla    ,Bananas Bread Cigar,negative
Filona  ,Onion Cheese Cream,positive
Dorophy ,Fries Cigar Kefir,positive
Filona  ,Vine Kefir Vodka,positive
Ira     ,Iogurt Bananas Water,positive
Ira     ,Cream Vine Cheese,positive
Ann     ,Beer Eris Onion,negative
Dorophy ,Fries Cream Bananas,positive
Ira     ,Cream Sugar Bread,positive
Alla    ,Sugar Iogurt Salt,positive
Chloe   ,Sugar Kefir Onion,positive
Dorophy ,Sweet Kefir Cream,positive
Emma    ,Fries Cream Milk,positive
Ann     ,Salo Water Eris,negative
Sophy   ,Bananas Kefir Milk,positive
Hilary  ,Eris Vine Water,negative
Emma    ,Cream Kefir Vine,positive
Chloe   ,Fries Cheese Iogurt,positive
Chloe   ,Sugar Salt Eris,negative
Hilary  ,Milk Eris Cheese,positive
Alla    ,Onion Cigar Bread,negative
Emma    ,Kefir Beer Bananas,positive
Filona  ,Sweet Pepper Bananas,negative
Emma    ,Vine Beer Cheese,positive
Dorophy ,Water Vine Iogurt,positive
Gina    ,Vine Beer Sweet,negative
Dorophy ,Sugar Bananas Iogurt,positive
Sophy   ,Onion Pepper Sweet,negative
Alla    ,Bananas Cream Salt,positive
Alla    ,Iogurt Beer Bananas,positive
Sophy   ,Iogurt Cigar Salt,positive
Dorophy ,Kefir Bread Salo,positive
Filona  ,Cream Cheese Eris,positive
Dorophy ,Onion Iogurt Vine,positive
Emma    ,Beer Salo Bananas,negative
Sophy   ,Onion Sugar Bread,negative
Hilary  ,Milk Cigar Fries,positive
Dorophy ,Water Milk Abritos,positive
Alla    ,Salo Pepper Beer,negative
Hilary  ,Kefir Cream Cigar,positive
Dorophy ,Beer Pepper Abritos,negative
Ira     ,Vine Iogurt Salo,positive
Hilary  ,Salo Iogurt Sweet,positive
Emma    ,Salt Cigar Eris,negative
Chloe   ,Cigar Pepper Bananas,negative
Emma    ,Sugar Vodka Beer,negative
Filona  ,Salo Abritos Kefir,positive
Ira     ,Sweet Cream Iogurt,positive
Dorophy ,Abritos Vodka Sugar,negative
Emma    ,Iogurt Salo Sweet,positive
Emma    ,Cheese Salt Milk,positive
Dorophy ,Bananas Kefir Cigar,positive
Ira     ,Vine Water Sweet,negative
Sophy   ,Onion Fries Vine,negative
Ann     ,Onion Kefir Vine,positive
Hilary  ,Kefir Milk Vine,positive
Gina    ,Onion Iogurt Cheese,positive
Chloe   ,Vine Abritos Iogurt,positive
Dorophy ,Kefir Water Eris,positive
Gina    ,Eris Vine Bread,negative
Dorophy ,Onion Salt Bread,negative
Ann     ,Salt Sweet Cheese,positive
Ann     ,Sweet Milk Abritos,positive
Ira     ,Beer Sweet Bananas,negative
Emma    ,Salo Iogurt Bananas,positive
Gina    ,Eris Onion Iogurt,positive
Chloe   ,Abritos Water Bread,negative
Ann     ,Abritos Pepper Bread,negative
Gina    ,Water Onion Sweet,negative
Chloe   ,Sweet Salo Cheese,positive
Hilary  ,Beer Cheese Milk,positive
Filona  ,Water Beer Vodka,negative
Alla    ,Milk Salo Iogurt,positive
Ann     ,Vodka Water Salt,negative
Dorophy ,Eris Abritos Iogurt,positive
Filona  ,Cigar Water Cheese,positive
Alla    ,Eris Onion Salt,negative
Alla    ,Bananas Pepper Beer,negative
Ann     ,Pepper Cream Cigar,positive
Emma    ,Vine Vodka Iogurt,positive
Alla    ,Cheese Onion Cream,positive
Emma    ,Kefir Milk Cigar,positive
Filona  ,Salt Bread Vine,negative
Alla    ,Iogurt Beer Pepper,positive
Ira     ,Vodka Sugar Cigar,negative
Gina    ,Iogurt Cigar Bread,positive
Ira     ,Fries Vodka Onion,negative
Chloe   ,Sweet Bananas Onion,negative
Filona  ,Salt Salo Pepper,negative
Ann     ,Pepper Bananas Salt,negative
Hilary  ,Iogurt Pepper Cheese,positive
Dorophy ,Pepper Salo Vine,negative
Hilary  ,Kefir Bread Fries,positive
Emma    ,Water Vodka Onion,negative
Gina    ,Abritos Cigar Onion,negative
Hilary  ,Kefir Bread Abritos,positive
Filona  ,Vine Pepper Eris,negative
Ann     ,Cigar Milk Water,positive
Sophy   ,Cream Fries Pepper,positive
Chloe   ,Bananas Sugar Cheese,positive
Filona  ,Bread Cream Beer,positive
Chloe   ,Onion Iogurt Water,positive
Gina    ,Sugar Fries Eris,negative
Emma    ,Pepper Salt Sweet,negative
Ira     ,Sweet Bananas Pepper,negative
Filona  ,Milk Sweet Cheese,positive
Ann     ,Kefir Cheese Vodka,positive
Sophy   ,Vine Bananas Cheese,positive
Sophy   ,Iogurt Salt Vodka,positive
Dorophy ,Eris Milk Cream,positive
Dorophy ,Beer Sweet Cream,positive
Filona  ,Kefir Sugar Beer,positive
Dorophy ,Eris Sweet Fries,negative
Chloe   ,Bread Cheese Eris,positive
Alla    ,Iogurt Cream Sugar,positive
Chloe   ,Sweet Water Onion,negative
Sophy   ,Fries Milk Sweet,positive
Ira     ,Sugar Abritos Kefir,positive
Ira     ,Water Bread Salt,negative
Ann     ,Pepper Salo Cigar,negative
Gina    ,Vine Cheese Sugar,positive
Filona  ,Iogurt Bread Bananas,positive
Emma    ,Water Pepper Iogurt,positive
Hilary  ,Milk Vine Sweet,positive
Emma    ,Eris Salt Vodka,negative
Dorophy ,Fries Onion Salt,negative
Gina    ,Iogurt Salo Eris,positive
Sophy   ,Beer Iogurt Bananas,positive
Alla    ,Fries Sugar Onion,negative
Ira     ,Sweet Iogurt Pepper,positive
Dorophy ,Pepper Bananas Salt,negative
Filona  ,Bananas Eris Beer,negative
Chloe   ,Water Vine Cheese,positive
Chloe   ,Bananas Abritos Kefir,positive
Chloe   ,Iogurt Beer Water,positive
Alla    ,Eris Cigar Cream,positive
Dorophy ,Sweet Milk Kefir,positive
Ann     ,Eris Bananas Salt,negative
Hilary  ,Kefir Bananas Sweet,positive
Gina    ,Salo Bread Kefir,positive
Chloe   ,Salo Bananas Vine,negative
Alla    ,Vodka Beer Bananas,negative
Dorophy ,Beer Bananas Fries,negative
Hilary  ,Cheese Sugar Cigar,positive
Gina    ,Bananas Cheese Water,positive
Ira     ,Sugar Sweet Cigar,negative
Ann     ,Abritos Water Onion,negative
Ira     ,Vodka Kefir Cigar,positive
Ann     ,Cheese Milk Bananas,positive
Gina    ,Fries Salo Abritos,negative
Hilary  ,Sweet Bread Bananas,negative
Chloe   ,Milk Sugar Sweet,positive
Emma    ,Sweet Iogurt Vine,positive
Sophy   ,Pepper Cheese Water,positive
Gina    ,Cream Vine Milk,positive
Hilary  ,Sweet Salo Salt,negative
Ira     ,Bananas Beer Cheese,positive
Sophy   ,Bananas Pepper Cigar,negative
Dorophy ,Beer Cigar Onion,negative
Hilary  ,Pepper Salo Iogurt,positive
Ira     ,Water Sweet Vine,negative
Dorophy ,Kefir Eris Bread,positive
Ira     ,Beer Fries Bread,negative
Hilary  ,Salt Beer Vine,negative
Filona  ,Kefir Salt Iogurt,positive
Chloe   ,Beer Cheese Bread,positive
Hilary  ,Cream Cheese Milk,positive
Ira     ,Abritos Sweet Milk,positive
Hilary  ,Vine Bananas Cheese,positive
Dorophy ,Cream Iogurt Sweet,positive
Sophy   ,Salt Bananas Onion,negative
Gina    ,Sugar Salt Vodka,negative
Chloe   ,Bread Cream Onion,positive
Emma    ,Vodka Cream Pepper,positive
Sophy   ,Bread Sugar Vine,negative
Filona  ,Salo Milk Kefir,positive
Dorophy ,Milk Abritos Sweet,positive
Hilary  ,Cigar Cheese Bread,positive
Dorophy ,Water Onion Vodka,negative
Sophy   ,Iogurt Milk Cheese,positive
Alla    ,Iogurt Salt Pepper,positive
Alla    ,Fries Pepper Cigar,negative
Filona  ,Sweet Abritos Fries,negative
Ira     ,Bread Bananas Onion,negative
Alla    ,Kefir Milk Cream,positive
Emma    ,Water Vine Abritos,negative
Hilary  ,Cigar Bananas Beer,negative
Filona  ,Onion Cream Eris,positive
Sophy   ,Water Kefir Vine,positive
Chloe   ,Eris Cheese Beer,positive
Filona  ,Cigar Beer Sweet,negative
